index,question,answer
245,ต้องการยกเลิกอินเตอร์เน็ตบ้าน และเบอร์โทรศัพท์ประจำที่ ต้องทำอย่างไร ได้ที่ไหน?,เจ้าของเลขหมายถือบัตรประชาชนตัวจริง พร้อมอุปกรณ์ ติดต่อศูนย์บริการ NT ได้ทุกสาขา (ยกเว้นสาขาในห้าง)
246,มีรายละเอียดเพิ่มเติมเกี่ยวกับ แจ้งเสียอินเตอร์เน็ตและโทรศัพท์ประจำที่ช่องทางไหน หรือไม่?,"ติดต่อ call center NT 1888 ตลอด 24 ชม., แจ้งเสียผ่านเว็ปไซต์, ศูนย์บริการ NT ทุกสาขา"
247,ช่วยบอกฉันเกี่ยวกับ แจ้งเสียอินเตอร์เน็ตและโทรศัพท์ประจำที่ช่องทางไหน,"ติดต่อ call center NT 1888 ตลอด 24 ชม., แจ้งเสียผ่านเว็ปไซต์, ศูนย์บริการ NT ทุกสาขา"
248,แจ้งเสียอินเตอร์เน็ตและโทรศัพท์ประจำที่ช่องทางไหน,"ติดต่อ call center NT 1888 ตลอด 24 ชม., แจ้งเสียผ่านเว็ปไซต์, ศูนย์บริการ NT ทุกสาขา"
249,แจ้งเสียอินเตอร์เน็ตและโทรศัพท์ประจำที่ช่องทางไหน ได้ที่ไหน?,"ติดต่อ call center NT 1888 ตลอด 24 ชม., แจ้งเสียผ่านเว็ปไซต์, ศูนย์บริการ NT ทุกสาขา"
250,ฉันจะสามารถ แจ้งเสียอินเตอร์เน็ตและโทรศัพท์ประจำที่ช่องทางไหน ได้อย่างไร?,"ติดต่อ call center NT 1888 ตลอด 24 ชม., แจ้งเสียผ่านเว็ปไซต์, ศูนย์บริการ NT ทุกสาขา"
251,มีรายละเอียดเพิ่มเติมเกี่ยวกับ การขอติดตั้งอินเตอร์เน็ตบ้านมีค่าใช้จ่ายหรือไม่ หรือไม่?,"ฟรีค่าติดตั้งอุปกรณ์พร้อมเดินสายภายใน 1 จุด (Drop Optic ไม่เกิน 300 เมตร และสายภายในไม่เกิน 15 เมตร) มูลค่า 5,770 บาท (เฉพาะพื้นที่ที่พร้อมให้บริการ)
ฟรีค่าธรรมเนียมแรกเข้าและค่าเปลี่ยนแพ็กเกจ มูลค่า 1,000 บาท
ฟรีค่าบำรุงรักษารายเดือน มูลค่า 100 บาท
รับสิทธิ์ยืมอุปกรณ์หรือแลกซื้อในราคาพิเศษ"
252,ช่วยบอกฉันเกี่ยวกับ การขอติดตั้งอินเตอร์เน็ตบ้านมีค่าใช้จ่ายหรือไม่,"ฟรีค่าติดตั้งอุปกรณ์พร้อมเดินสายภายใน 1 จุด (Drop Optic ไม่เกิน 300 เมตร และสายภายในไม่เกิน 15 เมตร) มูลค่า 5,770 บาท (เฉพาะพื้นที่ที่พร้อมให้บริการ)
ฟรีค่าธรรมเนียมแรกเข้าและค่าเปลี่ยนแพ็กเกจ มูลค่า 1,000 บาท
ฟรีค่าบำรุงรักษารายเดือน มูลค่า 100 บาท
รับสิทธิ์ยืมอุปกรณ์หรือแลกซื้อในราคาพิเศษ"
253,ฉันจะสามารถ การขอติดตั้งอินเตอร์เน็ตบ้านมีค่าใช้จ่ายหรือไม่ ได้อย่างไร?,"ฟรีค่าติดตั้งอุปกรณ์พร้อมเดินสายภายใน 1 จุด (Drop Optic ไม่เกิน 300 เมตร และสายภายในไม่เกิน 15 เมตร) มูลค่า 5,770 บาท (เฉพาะพื้นที่ที่พร้อมให้บริการ)
ฟรีค่าธรรมเนียมแรกเข้าและค่าเปลี่ยนแพ็กเกจ มูลค่า 1,000 บาท
ฟรีค่าบำรุงรักษารายเดือน มูลค่า 100 บาท
รับสิทธิ์ยืมอุปกรณ์หรือแลกซื้อในราคาพิเศษ"
254,การขอติดตั้งอินเตอร์เน็ตบ้านมีค่าใช้จ่ายหรือไม่ ได้ที่ไหน?,"ฟรีค่าติดตั้งอุปกรณ์พร้อมเดินสายภายใน 1 จุด (Drop Optic ไม่เกิน 300 เมตร และสายภายในไม่เกิน 15 เมตร) มูลค่า 5,770 บาท (เฉพาะพื้นที่ที่พร้อมให้บริการ)
ฟรีค่าธรรมเนียมแรกเข้าและค่าเปลี่ยนแพ็กเกจ มูลค่า 1,000 บาท
ฟรีค่าบำรุงรักษารายเดือน มูลค่า 100 บาท
รับสิทธิ์ยืมอุปกรณ์หรือแลกซื้อในราคาพิเศษ"
255,การขอติดตั้งอินเตอร์เน็ตบ้านมีค่าใช้จ่ายหรือไม่,"ฟรีค่าติดตั้งอุปกรณ์พร้อมเดินสายภายใน 1 จุด (Drop Optic ไม่เกิน 300 เมตร และสายภายในไม่เกิน 15 เมตร) มูลค่า 5,770 บาท (เฉพาะพื้นที่ที่พร้อมให้บริการ)
ฟรีค่าธรรมเนียมแรกเข้าและค่าเปลี่ยนแพ็กเกจ มูลค่า 1,000 บาท
ฟรีค่าบำรุงรักษารายเดือน มูลค่า 100 บาท
รับสิทธิ์ยืมอุปกรณ์หรือแลกซื้อในราคาพิเศษ"
256,ขอติดตั้งเบอร์โทรศัพท์ประจำที่มีค่าใช้จ่ายหรือไม่,"มีค่าติดตั้ง 1,500 บาท หรือ 3,500 บาท (ยังไม่รวม vat) 
หมายเหตุ : ขึ้นอยู่กับดุลยพินิจศูนย์บริการพื้นที่"
257,มีรายละเอียดเพิ่มเติมเกี่ยวกับ ขอติดตั้งเบอร์โทรศัพท์ประจำที่มีค่าใช้จ่ายหรือไม่ หรือไม่?,"มีค่าติดตั้ง 1,500 บาท หรือ 3,500 บาท (ยังไม่รวม vat) 
หมายเหตุ : ขึ้นอยู่กับดุลยพินิจศูนย์บริการพื้นที่"
258,ขอติดตั้งเบอร์โทรศัพท์ประจำที่มีค่าใช้จ่ายหรือไม่ ได้ที่ไหน?,"มีค่าติดตั้ง 1,500 บาท หรือ 3,500 บาท (ยังไม่รวม vat) 
หมายเหตุ : ขึ้นอยู่กับดุลยพินิจศูนย์บริการพื้นที่"
259,ช่วยบอกฉันเกี่ยวกับ ขอติดตั้งเบอร์โทรศัพท์ประจำที่มีค่าใช้จ่ายหรือไม่,"มีค่าติดตั้ง 1,500 บาท หรือ 3,500 บาท (ยังไม่รวม vat) 
หมายเหตุ : ขึ้นอยู่กับดุลยพินิจศูนย์บริการพื้นที่"
260,ฉันจะสามารถ ขอติดตั้งเบอร์โทรศัพท์ประจำที่มีค่าใช้จ่ายหรือไม่ ได้อย่างไร?,"มีค่าติดตั้ง 1,500 บาท หรือ 3,500 บาท (ยังไม่รวม vat) 
หมายเหตุ : ขึ้นอยู่กับดุลยพินิจศูนย์บริการพื้นที่"
261,ช่วยบอกฉันเกี่ยวกับ NT eService มีมาตรฐานการรักษาความปลอดภัยของระบบสอบถามยอดค่าใช้บริการและชำระค่าใช้บริการ Online อย่างไร,NT eService มีมาตรฐานการรักษาความปลอดภัยของระบบ โดยผู้ใช้บริการต้องผ่านการ Sign In ด้วยชื่อผู้ใช้บริการ/อีเมล (User Id/Email) และรหัสผ่าน (Password) ซึ่งระบบจะทำการเข้ารหัส (Encryption) โดยใช้เทคโนโลยี SSL (Secure Socket Layer) ซึ่งเป็นระบบรักษาความปลอดภัยของข้อมูล ที่ได้การยอมรับสูงสุดระบบหนึ่ง ในขณะนี้
262,National Telecom eService มีมาตรฐานการรักษาความปลอดภัยของระบบสอบถามยอดค่าใช้บริการและชำระค่าใช้บริการ Online อย่างไร,NT eService มีมาตรฐานการรักษาความปลอดภัยของระบบ โดยผู้ใช้บริการต้องผ่านการ Sign In ด้วยชื่อผู้ใช้บริการ/อีเมล (User Id/Email) และรหัสผ่าน (Password) ซึ่งระบบจะทำการเข้ารหัส (Encryption) โดยใช้เทคโนโลยี SSL (Secure Socket Layer) ซึ่งเป็นระบบรักษาความปลอดภัยของข้อมูล ที่ได้การยอมรับสูงสุดระบบหนึ่ง ในขณะนี้
263,ฉันจะสามารถ NT eService มีมาตรฐานการรักษาความปลอดภัยของระบบสอบถามยอดค่าใช้บริการและชำระค่าใช้บริการ Online อย่างไร ได้อย่างไร?,NT eService มีมาตรฐานการรักษาความปลอดภัยของระบบ โดยผู้ใช้บริการต้องผ่านการ Sign In ด้วยชื่อผู้ใช้บริการ/อีเมล (User Id/Email) และรหัสผ่าน (Password) ซึ่งระบบจะทำการเข้ารหัส (Encryption) โดยใช้เทคโนโลยี SSL (Secure Socket Layer) ซึ่งเป็นระบบรักษาความปลอดภัยของข้อมูล ที่ได้การยอมรับสูงสุดระบบหนึ่ง ในขณะนี้
264,NT eService มีมาตรฐานการรักษาความปลอดภัยของระบบสอบถามยอดค่าใช้บริการและชำระค่าใช้บริการ Online อย่างไร,NT eService มีมาตรฐานการรักษาความปลอดภัยของระบบ โดยผู้ใช้บริการต้องผ่านการ Sign In ด้วยชื่อผู้ใช้บริการ/อีเมล (User Id/Email) และรหัสผ่าน (Password) ซึ่งระบบจะทำการเข้ารหัส (Encryption) โดยใช้เทคโนโลยี SSL (Secure Socket Layer) ซึ่งเป็นระบบรักษาความปลอดภัยของข้อมูล ที่ได้การยอมรับสูงสุดระบบหนึ่ง ในขณะนี้
265,NT eService มีมาตรฐานการรักษาความปลอดภัยของระบบสอบถามยอดค่าใช้บริการและชำระค่าใช้บริการ Online อย่างไร ได้ที่ไหน?,NT eService มีมาตรฐานการรักษาความปลอดภัยของระบบ โดยผู้ใช้บริการต้องผ่านการ Sign In ด้วยชื่อผู้ใช้บริการ/อีเมล (User Id/Email) และรหัสผ่าน (Password) ซึ่งระบบจะทำการเข้ารหัส (Encryption) โดยใช้เทคโนโลยี SSL (Secure Socket Layer) ซึ่งเป็นระบบรักษาความปลอดภัยของข้อมูล ที่ได้การยอมรับสูงสุดระบบหนึ่ง ในขณะนี้
266,การลงทะเบียนสมัครสมาชิกระบบ National Telecom eService ต้องใช้หลักฐานสำคัญอะไรบ้าง,การใช้บริการต่างๆ บนระบบ NT eService จำเป็นต้องสมัครเป็นสมาชิกของระบบก่อน โดยกรอกหมายเลขบัตรประจำตัวประชาชน และใช้อีเมลในการ log in เข้าสู่ระบบ
267,ช่วยบอกฉันเกี่ยวกับ การลงทะเบียนสมัครสมาชิกระบบ NT eService ต้องใช้หลักฐานสำคัญอะไรบ้าง,การใช้บริการต่างๆ บนระบบ NT eService จำเป็นต้องสมัครเป็นสมาชิกของระบบก่อน โดยกรอกหมายเลขบัตรประจำตัวประชาชน และใช้อีเมลในการ log in เข้าสู่ระบบ
268,มีรายละเอียดเพิ่มเติมเกี่ยวกับ การลงทะเบียนสมัครสมาชิกระบบ NT eService ต้องใช้หลักฐานสำคัญอะไรบ้าง หรือไม่?,การใช้บริการต่างๆ บนระบบ NT eService จำเป็นต้องสมัครเป็นสมาชิกของระบบก่อน โดยกรอกหมายเลขบัตรประจำตัวประชาชน และใช้อีเมลในการ log in เข้าสู่ระบบ
269,การลงทะเบียนสมัครสมาชิกระบบ NT eService ต้องใช้หลักฐานสำคัญอะไรบ้าง,การใช้บริการต่างๆ บนระบบ NT eService จำเป็นต้องสมัครเป็นสมาชิกของระบบก่อน โดยกรอกหมายเลขบัตรประจำตัวประชาชน และใช้อีเมลในการ log in เข้าสู่ระบบ
270,การลงทะเบียนสมัครสมาชิกระบบ โทรคมนาคมแห่งชาติ eService ต้องใช้หลักฐานสำคัญอะไรบ้าง,การใช้บริการต่างๆ บนระบบ NT eService จำเป็นต้องสมัครเป็นสมาชิกของระบบก่อน โดยกรอกหมายเลขบัตรประจำตัวประชาชน และใช้อีเมลในการ log in เข้าสู่ระบบ
271,สามารถตรวจสอบยอดค่าใช้บริการโทรศัพท์ย้อนหลังได้นานแค่ไหน,ท่านสามารถตรวจรายการย้อนหลังได้ 6 เดือน หรือ 6 งวดค้างชำระ
272,ช่วยบอกฉันเกี่ยวกับ สามารถตรวจสอบยอดค่าใช้บริการโทรศัพท์ย้อนหลังได้นานแค่ไหน,ท่านสามารถตรวจรายการย้อนหลังได้ 6 เดือน หรือ 6 งวดค้างชำระ
273,มีรายละเอียดเพิ่มเติมเกี่ยวกับ สามารถตรวจสอบยอดค่าใช้บริการโทรศัพท์ย้อนหลังได้นานแค่ไหน หรือไม่?,ท่านสามารถตรวจรายการย้อนหลังได้ 6 เดือน หรือ 6 งวดค้างชำระ
274,ฉันจะสามารถ สามารถตรวจสอบยอดค่าใช้บริการโทรศัพท์ย้อนหลังได้นานแค่ไหน ได้อย่างไร?,ท่านสามารถตรวจรายการย้อนหลังได้ 6 เดือน หรือ 6 งวดค้างชำระ
275,สามารถตรวจสอบยอดค่าใช้บริการโทรศัพท์ย้อนหลังได้นานแค่ไหน ได้ที่ไหน?,ท่านสามารถตรวจรายการย้อนหลังได้ 6 เดือน หรือ 6 งวดค้างชำระ
276,ฉันจะสามารถ ในกรณีที่ทำรายการไม่ผ่าน ผู้ใช้บริการจะทราบได้อย่างไร ได้อย่างไร?,ในกรณีที่ทำรายการไม่ผ่าน จะมีข้อความแจ้งผลของการทำรายการแสดงบนหน้าจอ
277,มีรายละเอียดเพิ่มเติมเกี่ยวกับ ในกรณีที่ทำรายการไม่ผ่าน ผู้ใช้บริการจะทราบได้อย่างไร หรือไม่?,ในกรณีที่ทำรายการไม่ผ่าน จะมีข้อความแจ้งผลของการทำรายการแสดงบนหน้าจอ
278,ในกรณีที่ทำรายการไม่ผ่าน ผู้ใช้บริการจะทราบได้อย่างไร ได้ที่ไหน?,ในกรณีที่ทำรายการไม่ผ่าน จะมีข้อความแจ้งผลของการทำรายการแสดงบนหน้าจอ
279,ช่วยบอกฉันเกี่ยวกับ ในกรณีที่ทำรายการไม่ผ่าน ผู้ใช้บริการจะทราบได้อย่างไร,ในกรณีที่ทำรายการไม่ผ่าน จะมีข้อความแจ้งผลของการทำรายการแสดงบนหน้าจอ
280,ในกรณีที่ทำรายการไม่ผ่าน ผู้ใช้บริการจะทราบได้อย่างไร,ในกรณีที่ทำรายการไม่ผ่าน จะมีข้อความแจ้งผลของการทำรายการแสดงบนหน้าจอ
281,ฉันจะสามารถ ระบบแจ้งเตือนการชำระค่าใช้บริการดีอย่างไร ได้อย่างไร?,NT eService มีบริการแจ้งค่าบริการผ่านทางอิเล็กทรอนิกส์ หรือ e-Bill ส่งตรงหาคุณทางอีเมล หรืออยากรู้ยอดค่าใช้จ่าย ก็สามารถตรวจสอบยอดแต่ละรอบบิลได้
282,มีรายละเอียดเพิ่มเติมเกี่ยวกับ ระบบแจ้งเตือนการชำระค่าใช้บริการดีอย่างไร หรือไม่?,NT eService มีบริการแจ้งค่าบริการผ่านทางอิเล็กทรอนิกส์ หรือ e-Bill ส่งตรงหาคุณทางอีเมล หรืออยากรู้ยอดค่าใช้จ่าย ก็สามารถตรวจสอบยอดแต่ละรอบบิลได้
283,ระบบแจ้งเตือนการชำระค่าใช้บริการดีอย่างไร ได้ที่ไหน?,NT eService มีบริการแจ้งค่าบริการผ่านทางอิเล็กทรอนิกส์ หรือ e-Bill ส่งตรงหาคุณทางอีเมล หรืออยากรู้ยอดค่าใช้จ่าย ก็สามารถตรวจสอบยอดแต่ละรอบบิลได้
284,ช่วยบอกฉันเกี่ยวกับ ระบบแจ้งเตือนการชำระค่าใช้บริการดีอย่างไร,NT eService มีบริการแจ้งค่าบริการผ่านทางอิเล็กทรอนิกส์ หรือ e-Bill ส่งตรงหาคุณทางอีเมล หรืออยากรู้ยอดค่าใช้จ่าย ก็สามารถตรวจสอบยอดแต่ละรอบบิลได้
285,ระบบแจ้งเตือนการชำระค่าใช้บริการดีอย่างไร,NT eService มีบริการแจ้งค่าบริการผ่านทางอิเล็กทรอนิกส์ หรือ e-Bill ส่งตรงหาคุณทางอีเมล หรืออยากรู้ยอดค่าใช้จ่าย ก็สามารถตรวจสอบยอดแต่ละรอบบิลได้
286,หลังจากลงทะเบียนเพื่อชำระค่าใช้บริการออนไลน์แล้ว สามารถตรวจสอบและชำระค่าใช้บริการได้ทันทีหรือไม่ ได้ที่ไหน?,ผู้ใช้บริการสามารถใช้บริการออนไลน์ได้ทันทีหลังจากสิ้นสุดขั้นตอนการลงทะเบียนและได้รับ การยืนยันชื่อผู้ใช้บริการ/อีเมล (User Id/Email) และรหัสผ่าน (Password) แล้ว
287,ฉันจะสามารถ หลังจากลงทะเบียนเพื่อชำระค่าใช้บริการออนไลน์แล้ว สามารถตรวจสอบและชำระค่าใช้บริการได้ทันทีหรือไม่ ได้อย่างไร?,ผู้ใช้บริการสามารถใช้บริการออนไลน์ได้ทันทีหลังจากสิ้นสุดขั้นตอนการลงทะเบียนและได้รับ การยืนยันชื่อผู้ใช้บริการ/อีเมล (User Id/Email) และรหัสผ่าน (Password) แล้ว
288,หลังจากลงทะเบียนเพื่อชำระค่าใช้บริการออนไลน์แล้ว สามารถตรวจสอบและชำระค่าใช้บริการได้ทันทีหรือไม่,ผู้ใช้บริการสามารถใช้บริการออนไลน์ได้ทันทีหลังจากสิ้นสุดขั้นตอนการลงทะเบียนและได้รับ การยืนยันชื่อผู้ใช้บริการ/อีเมล (User Id/Email) และรหัสผ่าน (Password) แล้ว
289,มีรายละเอียดเพิ่มเติมเกี่ยวกับ หลังจากลงทะเบียนเพื่อชำระค่าใช้บริการออนไลน์แล้ว สามารถตรวจสอบและชำระค่าใช้บริการได้ทันทีหรือไม่ หรือไม่?,ผู้ใช้บริการสามารถใช้บริการออนไลน์ได้ทันทีหลังจากสิ้นสุดขั้นตอนการลงทะเบียนและได้รับ การยืนยันชื่อผู้ใช้บริการ/อีเมล (User Id/Email) และรหัสผ่าน (Password) แล้ว
290,ช่วยบอกฉันเกี่ยวกับ หลังจากลงทะเบียนเพื่อชำระค่าใช้บริการออนไลน์แล้ว สามารถตรวจสอบและชำระค่าใช้บริการได้ทันทีหรือไม่,ผู้ใช้บริการสามารถใช้บริการออนไลน์ได้ทันทีหลังจากสิ้นสุดขั้นตอนการลงทะเบียนและได้รับ การยืนยันชื่อผู้ใช้บริการ/อีเมล (User Id/Email) และรหัสผ่าน (Password) แล้ว
291,ฉันจะสามารถ หากลืมรหัสผ่าน (Password) จะทำอย่างไร ได้อย่างไร?,"หากลืมรหัสผ่าน ท่านสามารถขอรหัสผ่านใหม่ได้ด้วยวิธีง่ายๆ โดยการ คลิกที่ “ลืมรหัสผ่าน” แล้วกรอก ชื่อผู้ใช้/อีเมล  ที่ใช้ในการสมัครสมาชิก   และเลขที่บัตรประชาชน/เลขหนังสือเดินทาง   และรหัสภาพ (CAPTCHA)  แล้วคลิก Submit ข้อมูลจะถูกส่งไปที่ email 
*** โปรดตรวจสอบ email password อาจอยู่ใน junk mail หากท่านไม่ได้รับ email password ภายใน 2 วันทำการ"
292,หากลืมรหัสผ่าน (Password) จะทำอย่างไร ได้ที่ไหน?,"หากลืมรหัสผ่าน ท่านสามารถขอรหัสผ่านใหม่ได้ด้วยวิธีง่ายๆ โดยการ คลิกที่ “ลืมรหัสผ่าน” แล้วกรอก ชื่อผู้ใช้/อีเมล  ที่ใช้ในการสมัครสมาชิก   และเลขที่บัตรประชาชน/เลขหนังสือเดินทาง   และรหัสภาพ (CAPTCHA)  แล้วคลิก Submit ข้อมูลจะถูกส่งไปที่ email 
*** โปรดตรวจสอบ email password อาจอยู่ใน junk mail หากท่านไม่ได้รับ email password ภายใน 2 วันทำการ"
293,ช่วยบอกฉันเกี่ยวกับ หากลืมรหัสผ่าน (Password) จะทำอย่างไร,"หากลืมรหัสผ่าน ท่านสามารถขอรหัสผ่านใหม่ได้ด้วยวิธีง่ายๆ โดยการ คลิกที่ “ลืมรหัสผ่าน” แล้วกรอก ชื่อผู้ใช้/อีเมล  ที่ใช้ในการสมัครสมาชิก   และเลขที่บัตรประชาชน/เลขหนังสือเดินทาง   และรหัสภาพ (CAPTCHA)  แล้วคลิก Submit ข้อมูลจะถูกส่งไปที่ email 
*** โปรดตรวจสอบ email password อาจอยู่ใน junk mail หากท่านไม่ได้รับ email password ภายใน 2 วันทำการ"
294,หากลืมรหัสผ่าน (Password) จะทำอย่างไร,"หากลืมรหัสผ่าน ท่านสามารถขอรหัสผ่านใหม่ได้ด้วยวิธีง่ายๆ โดยการ คลิกที่ “ลืมรหัสผ่าน” แล้วกรอก ชื่อผู้ใช้/อีเมล  ที่ใช้ในการสมัครสมาชิก   และเลขที่บัตรประชาชน/เลขหนังสือเดินทาง   และรหัสภาพ (CAPTCHA)  แล้วคลิก Submit ข้อมูลจะถูกส่งไปที่ email 
*** โปรดตรวจสอบ email password อาจอยู่ใน junk mail หากท่านไม่ได้รับ email password ภายใน 2 วันทำการ"
295,มีรายละเอียดเพิ่มเติมเกี่ยวกับ หากลืมรหัสผ่าน (Password) จะทำอย่างไร หรือไม่?,"หากลืมรหัสผ่าน ท่านสามารถขอรหัสผ่านใหม่ได้ด้วยวิธีง่ายๆ โดยการ คลิกที่ “ลืมรหัสผ่าน” แล้วกรอก ชื่อผู้ใช้/อีเมล  ที่ใช้ในการสมัครสมาชิก   และเลขที่บัตรประชาชน/เลขหนังสือเดินทาง   และรหัสภาพ (CAPTCHA)  แล้วคลิก Submit ข้อมูลจะถูกส่งไปที่ email 
*** โปรดตรวจสอบ email password อาจอยู่ใน junk mail หากท่านไม่ได้รับ email password ภายใน 2 วันทำการ"
296,National Telecom eService สามารถชำระค่าใช้บริการเบอร์ของผู้อื่นได้หรือไม่,ท่านสามารถชำระค่าใช้บริการของผู้อื่นได้ โดยการ login เข้าสู่ระบบ จากนั้นไปที่เมนูเพิ่ม/ลบ เลขหมายลงทะเบียน เพื่อเพิ่มหมายเลขโทรศัพท์ที่ต้องการชำระ
297,ช่วยบอกฉันเกี่ยวกับ NT eService สามารถชำระค่าใช้บริการเบอร์ของผู้อื่นได้หรือไม่,ท่านสามารถชำระค่าใช้บริการของผู้อื่นได้ โดยการ login เข้าสู่ระบบ จากนั้นไปที่เมนูเพิ่ม/ลบ เลขหมายลงทะเบียน เพื่อเพิ่มหมายเลขโทรศัพท์ที่ต้องการชำระ
298,โทรคมนาคมแห่งชาติ eService สามารถชำระค่าใช้บริการเบอร์ของผู้อื่นได้หรือไม่,ท่านสามารถชำระค่าใช้บริการของผู้อื่นได้ โดยการ login เข้าสู่ระบบ จากนั้นไปที่เมนูเพิ่ม/ลบ เลขหมายลงทะเบียน เพื่อเพิ่มหมายเลขโทรศัพท์ที่ต้องการชำระ
299,NT eService สามารถชำระค่าใช้บริการเบอร์ของผู้อื่นได้หรือไม่ ได้ที่ไหน?,ท่านสามารถชำระค่าใช้บริการของผู้อื่นได้ โดยการ login เข้าสู่ระบบ จากนั้นไปที่เมนูเพิ่ม/ลบ เลขหมายลงทะเบียน เพื่อเพิ่มหมายเลขโทรศัพท์ที่ต้องการชำระ
300,ฉันจะสามารถ NT eService สามารถชำระค่าใช้บริการเบอร์ของผู้อื่นได้หรือไม่ ได้อย่างไร?,ท่านสามารถชำระค่าใช้บริการของผู้อื่นได้ โดยการ login เข้าสู่ระบบ จากนั้นไปที่เมนูเพิ่ม/ลบ เลขหมายลงทะเบียน เพื่อเพิ่มหมายเลขโทรศัพท์ที่ต้องการชำระ
301,ถ้าต้องการเปลี่ยนแปลงที่อยู่ในการจัดส่งใบแจ้งค่าใช้บริการ สามารถทำผ่านระบบ National Telecom eService ได้หรือไม่,"ท่านสามารถเปลี่ยนแปลงข้อมูลติดต่อ เช่น ที่อยู่จัดส่งใบแจ้งค่าใช้บริการ, อีเมล และเบอร์โทร ได้ผ่านระบบ NT eservice โดยเข้าไปที่เมนูเปลี่ยนแปลงบริการ เและเลือกเปลี่ยนแปลงข้อมูลติดต่อ"
302,มีรายละเอียดเพิ่มเติมเกี่ยวกับ ถ้าต้องการเปลี่ยนแปลงที่อยู่ในการจัดส่งใบแจ้งค่าใช้บริการ สามารถทำผ่านระบบ NT eService ได้หรือไม่ หรือไม่?,"ท่านสามารถเปลี่ยนแปลงข้อมูลติดต่อ เช่น ที่อยู่จัดส่งใบแจ้งค่าใช้บริการ, อีเมล และเบอร์โทร ได้ผ่านระบบ NT eservice โดยเข้าไปที่เมนูเปลี่ยนแปลงบริการ เและเลือกเปลี่ยนแปลงข้อมูลติดต่อ"
303,ถ้าต้องการเปลี่ยนแปลงที่อยู่ในการจัดส่งใบแจ้งค่าใช้บริการ สามารถทำผ่านระบบ NT eService ได้หรือไม่ ได้ที่ไหน?,"ท่านสามารถเปลี่ยนแปลงข้อมูลติดต่อ เช่น ที่อยู่จัดส่งใบแจ้งค่าใช้บริการ, อีเมล และเบอร์โทร ได้ผ่านระบบ NT eservice โดยเข้าไปที่เมนูเปลี่ยนแปลงบริการ เและเลือกเปลี่ยนแปลงข้อมูลติดต่อ"
304,ฉันจะสามารถ ถ้าต้องการเปลี่ยนแปลงที่อยู่ในการจัดส่งใบแจ้งค่าใช้บริการ สามารถทำผ่านระบบ NT eService ได้หรือไม่ ได้อย่างไร?,"ท่านสามารถเปลี่ยนแปลงข้อมูลติดต่อ เช่น ที่อยู่จัดส่งใบแจ้งค่าใช้บริการ, อีเมล และเบอร์โทร ได้ผ่านระบบ NT eservice โดยเข้าไปที่เมนูเปลี่ยนแปลงบริการ เและเลือกเปลี่ยนแปลงข้อมูลติดต่อ"
305,ถ้าต้องการเปลี่ยนแปลงที่อยู่ในการจัดส่งใบแจ้งค่าใช้บริการ สามารถทำผ่านระบบ NT eService ได้หรือไม่,"ท่านสามารถเปลี่ยนแปลงข้อมูลติดต่อ เช่น ที่อยู่จัดส่งใบแจ้งค่าใช้บริการ, อีเมล และเบอร์โทร ได้ผ่านระบบ NT eservice โดยเข้าไปที่เมนูเปลี่ยนแปลงบริการ เและเลือกเปลี่ยนแปลงข้อมูลติดต่อ"
306,มีรายละเอียดเพิ่มเติมเกี่ยวกับ ชำระค่าบริการผ่าน NT eService มีค่าธรรมเนียมหรือไม่ หรือไม่?,"ทีโอทีให้บริการชำระค่าบริการผ่านระบบออนไลน์ https://www.nteservice.com/eservice   ฟรี ไม่มีค่าธรรมเนียม สามารถเลือกวิธีการชำระได้ 3 รูปแบบ 1.บัตรเครดิต (Visa, Master ทุกธนาคาร) 2.บัตรเดบิต (บัตรATM) ชำระได้ 4 ธนาคาร คือ KTB, KBANK, BBL, UOB 3.หักบัญชีธนาคารออนไลน์ (Internet Banking) ชำระได้ 4 ธนาคาร คือ KTB, SCB, BAY, UOB"
307,ชำระค่าบริการผ่าน โทรคมนาคมแห่งชาติ eService มีค่าธรรมเนียมหรือไม่,"ทีโอทีให้บริการชำระค่าบริการผ่านระบบออนไลน์ https://www.nteservice.com/eservice   ฟรี ไม่มีค่าธรรมเนียม สามารถเลือกวิธีการชำระได้ 3 รูปแบบ 1.บัตรเครดิต (Visa, Master ทุกธนาคาร) 2.บัตรเดบิต (บัตรATM) ชำระได้ 4 ธนาคาร คือ KTB, KBANK, BBL, UOB 3.หักบัญชีธนาคารออนไลน์ (Internet Banking) ชำระได้ 4 ธนาคาร คือ KTB, SCB, BAY, UOB"
308,ช่วยบอกฉันเกี่ยวกับ ชำระค่าบริการผ่าน NT eService มีค่าธรรมเนียมหรือไม่,"ทีโอทีให้บริการชำระค่าบริการผ่านระบบออนไลน์ https://www.nteservice.com/eservice   ฟรี ไม่มีค่าธรรมเนียม สามารถเลือกวิธีการชำระได้ 3 รูปแบบ 1.บัตรเครดิต (Visa, Master ทุกธนาคาร) 2.บัตรเดบิต (บัตรATM) ชำระได้ 4 ธนาคาร คือ KTB, KBANK, BBL, UOB 3.หักบัญชีธนาคารออนไลน์ (Internet Banking) ชำระได้ 4 ธนาคาร คือ KTB, SCB, BAY, UOB"
